SALESORDERID,SALESORDERITEM,PRODUCTID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,QUANTITY,DELIVERYDATE
500015945,30,HT-1110,30,26,4,I,3,2016-01-18
500015946,10,HT-1107,284,239,45,I,8,2016-01-18
500015947,10,HT-1602,5712,4800,912,I,4,2016-01-18
500015947,20,HT-1063,66,56,10,I,4,2016-01-18
500015948,10,HT-1070,167,141,26,I,2,2016-01-18
500015948,20,HT-2025,159,134,25,I,3,2016-01-18
500015948,30,HT-1113,4,4,0,I,2,2016-01-18
500015948,40,HT-1069,8568,7200,1368,I,9,2016-01-18
500015949,10,HT-2027,207,174,33,I,7,2016-01-18
500015949,20,HT-2001,3211,2699,512,I,6,2016-01-18
500015949,30,HT-6110,1237,1040,197,I,8,2016-01-18
500015950,10,HT-1500,53550,45000,8550,I,9,2016-01-18
500015950,20,HT-1063,49,42,7,I,3,2016-01-18
500015951,10,HT-1096,571,480,91,I,4,2016-01-18
500015952,10,HT-7030,5926,4980,946,I,2,2016-01-18
500015953,10,HT-6120,53,45,8,I,1,2016-01-18
500015953,20,HT-1091,154,130,24,I,5,2016-01-18
500015953,30,HT-1052,809,680,129,I,4,2016-01-18
500015953,40,HT-1011,8207,6897,1310,I,3,2016-01-18
500015954,10,HT-1055,235,198,37,I,2,2016-01-18
500015954,20,HT-1102,164,138,26,I,2,2016-01-18
500015954,30,HT-1060,96,81,15,I,9,2016-01-18
500015955,10,HT-1066,5,5,0,I,2,2016-01-19
500015955,20,HT-1002,13078,10990,2088,I,7,2016-01-19
500015956,10,HT-1032,1642,1380,262,I,4,2016-01-19
500015957,10,HT-1113,4,4,0,I,2,2016-01-19
500015957,20,HT-6130,5208,4377,831,I,3,2016-01-19
500015957,30,HT-8002,7134,5995,1139,I,5,2016-01-19
500015957,40,HT-1070,674,567,107,I,8,2016-01-19
500015958,10,HT-2027,236,199,37,I,8,2016-01-19
500015958,20,HT-1052,606,510,96,I,3,2016-01-19
500015958,30,HT-1110,41,35,6,I,4,2016-01-19
500015959,10,HT-1106,80,68,12,I,2,2016-01-19
500015960,10,HT-1116,85,72,13,I,2,2016-01-19
500015960,20,HT-1095,761,640,121,I,4,2016-01-19
500015961,10,HT-1102,246,207,39,I,3,2016-01-19
500015961,20,HT-1023,1990,1673,317,I,7,2016-01-19
500015961,30,HT-1061,24,21,3,I,3,2016-01-19
500015961,40,HT-2000,2378,1999,379,I,8,2016-01-19
500015962,10,HT-1100,105,89,16,I,1,2016-01-19
500015963,10,HT-1020,307,258,49,I,2,2016-01-19
500015964,10,HT-1105,276,232,44,I,8,2016-01-19
500015964,20,HT-6102,1057,889,168,I,1,2016-01-19
500015965,10,HT-8001,1188,999,189,I,1,2016-01-19
500015965,20,HT-1603,2023,1700,323,I,1,2016-01-19
500015965,30,HT-1082,402,338,64,I,2,2016-01-19
500015966,10,HT-1064,171,144,27,I,9,2016-01-19
500015967,10,HT-1118,564,474,90,I,6,2016-01-19
500015968,10,HT-6120,428,360,68,I,8,2016-01-19
500015968,20,HT-6101,7272,6111,1161,I,9,2016-01-19
500015969,10,HT-1097,599,504,95,I,9,2016-01-19
500015969,20,HT-2001,3747,3149,598,I,7,2016-01-19
500015969,30,HT-1041,4664,3920,744,I,8,2016-01-19
500015969,40,HT-1023,1422,1195,227,I,5,2016-01-19
500015970,10,HT-1056,708,595,113,I,5,2016-01-19
500015970,20,HT-1083,618,520,98,I,1,2016-01-19
500015970,30,HT-1111,15,13,2,I,2,2016-01-19
500015970,40,HT-1052,1011,850,161,I,5,2016-01-19
500015971,10,HT-1091,30,26,4,I,1,2016-01-19
500015971,20,HT-1030,547,460,87,I,2,2016-01-19
500015971,30,HT-1073,142,120,22,I,5,2016-01-19
500015972,10,HT-1060,96,81,15,I,9,2016-01-19
500015972,20,HT-1116,299,252,47,I,7,2016-01-19
500015972,30,HT-1138,7205,6055,1150,I,5,2016-01-19
500015973,10,HT-2026,141,119,22,I,4,2016-01-19
500015973,20,HT-1042,830,698,132,I,2,2016-01-19
500015974,10,HT-1068,33,28,5,I,8,2016-01-19
500015974,20,HT-6111,3084,2592,492,I,9,2016-01-19
500015974,30,HT-1000,9101,7648,1453,I,8,2016-01-19
500015975,10,HT-1056,708,595,113,I,5,2016-01-19
500015975,20,HT-1052,1416,1190,226,I,7,2016-01-19
500015975,30,HT-2026,248,209,39,I,7,2016-01-19
500015976,10,HT-1500,11900,10000,1900,I,2,2016-01-19
500015976,20,HT-1113,7,6,1,I,3,2016-01-19
500015976,30,HT-1501,107100,90000,17100,I,6,2016-01-19
500015977,10,HT-6110,464,390,74,I,3,2016-01-19
500015977,20,HT-1100,105,89,16,I,1,2016-01-19
500015977,30,HT-1111,7,6,1,I,1,2016-01-19
500015977,40,HT-2027,207,174,33,I,7,2016-01-19
500015978,10,HT-6100,3906,3283,623,I,7,2016-01-19
500015978,20,HT-1137,13173,11070,2103,I,9,2016-01-19
500015978,30,HT-1072,722,607,115,I,6,2016-01-19
500015979,10,HT-1050,165,139,26,I,1,2016-01-19
500015979,20,HT-7000,4573,3843,730,I,7,2016-01-19
500015979,30,HT-2000,1486,1249,237,I,5,2016-01-19
500015979,40,HT-1066,23,20,3,I,8,2016-01-19
500015980,10,HT-1210,22838,19192,3646,I,8,2016-01-19
500015981,10,HT-1020,767,645,122,I,5,2016-01-19
500015981,20,HT-1210,17128,14394,2734,I,6,2016-01-19
500015981,30,HT-1105,276,232,44,I,8,2016-01-19
500015982,10,HT-1112,46,39,7,I,1,2016-01-19
500015982,20,HT-1042,830,698,132,I,2,2016-01-19
500015983,10,HT-1040,3950,3320,630,I,4,2016-01-19
500015983,20,HT-6131,8560,7194,1366,I,6,2016-01-19
500015984,10,HT-1105,207,174,33,I,6,2016-01-19
500015984,20,HT-1502,267750,225000,42750,I,9,2016-01-19
500015984,30,HT-1100,641,539,102,I,6,2016-01-19
500015984,40,HT-6110,1392,1170,222,I,9,2016-01-19
500015985,10,HT-1104,65,55,10,I,1,2016-01-19
500015985,20,HT-7010,2852,2397,455,I,3,2016-01-19
500015985,30,HT-1501,35700,30000,5700,I,2,2016-01-19
500015985,40,HT-7030,20741,17430,3311,I,7,2016-01-19
500015986,10,HT-7020,7092,5960,1132,I,4,2016-01-19
500015986,20,HT-6120,107,90,17,I,2,2016-01-19
500015986,30,HT-7010,6655,5593,1062,I,7,2016-01-19
500015986,40,HT-1097,399,336,63,I,6,2016-01-19
500015987,10,HT-1010,9515,7996,1519,I,4,2016-01-19
500015987,20,HT-1111,48,41,7,I,6,2016-01-19
500015988,10,HT-1095,1713,1440,273,I,9,2016-01-19
500015988,20,HT-1601,8568,7200,1368,I,8,2016-01-19
500015988,30,HT-1061,49,42,7,I,6,2016-01-19
500015988,40,HT-1102,164,138,26,I,2,2016-01-19
500015989,10,HT-1081,635,534,101,I,6,2016-01-19
500015989,20,HT-1600,1428,1200,228,I,2,2016-01-19
500015989,30,HT-1120,1856,1560,296,I,6,2016-01-19
500015990,10,HT-1062,13,11,2,I,1,2016-01-19
500015991,10,HT-1138,4323,3633,690,I,3,2016-01-19
500015992,10,HT-1022,1707,1435,272,I,7,2016-01-19
500015992,20,HT-1066,23,20,3,I,8,2016-01-19
500015992,30,HT-1100,855,719,136,I,8,2016-01-19
500015992,40,HT-1061,33,28,5,I,4,2016-01-19
500015993,10,HT-1106,242,204,38,I,6,2016-01-19
500015993,20,HT-1501,124950,105000,19950,I,7,2016-01-19
500015994,10,HT-7020,3546,2980,566,I,2,2016-01-19
500015994,20,HT-2000,2676,2249,427,I,9,2016-01-19
500015995,10,HT-1501,124950,105000,19950,I,7,2016-01-19
500015995,20,HT-1003,7854,6600,1254,I,4,2016-01-19
500015995,30,HT-1101,855,719,136,I,9,2016-01-19
500015995,40,HT-6131,7134,5995,1139,I,5,2016-01-19
500015996,10,HT-1117,406,342,64,I,9,2016-01-19
500015997,10,HT-8001,7132,5994,1138,I,6,2016-01-19
500015998,10,HT-1003,3927,3300,627,I,2,2016-01-19
500015999,10,HT-1138,2882,2422,460,I,2,2016-01-19
500015999,20,HT-2025,159,134,25,I,3,2016-01-19
500015999,30,HT-1051,824,693,131,I,7,2016-01-19
500015999,40,HT-1037,11911,10010,1901,I,7,2016-01-19
500016000,10,HT-6131,9987,8393,1594,I,7,2016-01-19
500016001,10,HT-1601,9639,8100,1539,I,9,2016-01-19
500016001,20,HT-1036,1535,1290,245,I,3,2016-01-19
500016002,10,HT-1104,65,55,10,I,1,2016-01-19
500016002,20,HT-1022,975,820,155,I,4,2016-01-19
500016003,10,HT-1035,4273,3591,682,I,9,2016-01-19
500016003,20,HT-1112,278,234,44,I,6,2016-01-19
500016004,10,HT-1112,185,156,29,I,4,2016-01-19
500016004,20,HT-2027,88,74,14,I,3,2016-01-19
500016004,30,HT-1116,42,36,6,I,1,2016-01-19
500016005,10,HT-1602,7140,6000,1140,I,5,2016-01-20
500016005,20,HT-1052,404,340,64,I,2,2016-01-20
500016005,30,HT-1022,975,820,155,I,4,2016-01-20
500016005,40,HT-1120,1856,1560,296,I,6,2016-01-20
500016006,10,HT-1082,1809,1521,288,I,9,2016-01-20
500016006,20,HT-6130,6944,5836,1108,I,4,2016-01-20
500016006,30,HT-1096,856,720,136,I,6,2016-01-20
500016007,10,HT-6130,8681,7295,1386,I,5,2016-01-20
500016007,20,HT-1001,2972,2498,474,I,2,2016-01-20
500016008,10,HT-1030,547,460,87,I,2,2016-01-21
500016008,20,HT-1066,5,5,0,I,2,2016-01-21
500016008,30,HT-1022,1707,1435,272,I,7,2016-01-21
500016009,10,HT-1096,856,720,136,I,6,2016-01-21
500016009,20,HT-1062,26,22,4,I,2,2016-01-21
500016010,10,HT-1602,8568,7200,1368,I,6,2016-01-21
500016010,20,HT-1066,26,22,4,I,9,2016-01-21
500016010,30,HT-1000,3412,2868,544,I,3,2016-01-21
500016010,40,HT-1070,167,141,26,I,2,2016-01-21
500016011,10,HT-6131,5707,4796,911,I,4,2016-01-21
500016011,20,HT-1064,76,64,12,I,4,2016-01-21
500016011,30,HT-1603,4046,3400,646,I,2,2016-01-21
500016011,40,HT-6102,9521,8001,1520,I,9,2016-01-21
500016012,10,HT-1500,47600,40000,7600,I,8,2016-01-21
500016012,20,HT-2000,1486,1249,237,I,5,2016-01-21
500016013,10,HT-1111,48,41,7,I,6,2016-01-21
500016013,20,HT-1069,3808,3200,608,I,4,2016-01-21
500016013,30,HT-1091,185,156,29,I,6,2016-01-21
500016014,10,HT-1113,7,6,1,I,3,2016-01-21
500016014,20,HT-6111,1028,864,164,I,3,2016-01-21
500016014,30,HT-1082,201,169,32,I,1,2016-01-21
500016015,10,HT-1066,11,10,1,I,4,2016-01-21
500016015,20,HT-6101,808,679,129,I,1,2016-01-21
500016015,30,HT-1003,11781,9900,1881,I,6,2016-01-21
500016015,40,HT-1000,4550,3824,726,I,4,2016-01-21
500016016,10,HT-1070,336,283,53,I,4,2016-01-21
500016016,20,HT-1090,46,39,7,I,1,2016-01-21
500016016,30,HT-1061,74,63,11,I,9,2016-01-21
500016016,40,HT-1042,2076,1745,331,I,5,2016-01-21
500016017,10,HT-1118,564,474,90,I,6,2016-01-21
500016017,20,HT-2027,28,24,4,I,1,2016-01-21
500016017,30,HT-1091,123,104,19,I,4,2016-01-21
500016018,10,HT-1082,1608,1352,256,I,8,2016-01-21
500016018,20,HT-1055,471,396,75,I,4,2016-01-21
500016019,10,HT-1052,1618,1360,258,I,8,2016-01-21
500016020,10,HT-6101,5656,4753,903,I,7,2016-01-21
500016020,20,HT-1095,380,320,60,I,2,2016-01-21
500016020,30,HT-1501,35700,30000,5700,I,2,2016-01-21
500016020,40,HT-8000,5704,4794,910,I,6,2016-01-21
500016021,10,HT-1070,759,638,121,I,9,2016-01-21
500016021,20,HT-1083,5569,4680,889,I,9,2016-01-21
500016022,10,HT-2001,4282,3599,683,I,8,2016-01-21
500016022,20,HT-1601,6426,5400,1026,I,6,2016-01-21
500016022,30,HT-6111,3084,2592,492,I,9,2016-01-21
500016023,10,HT-8002,4280,3597,683,I,3,2016-01-22
500016023,20,HT-1001,13376,11241,2135,I,9,2016-01-22
500016023,30,HT-1138,4323,3633,690,I,3,2016-01-22
500016023,40,HT-1107,70,59,11,I,2,2016-01-22
500016024,10,HT-7000,5226,4392,834,I,8,2016-01-22
500016024,20,HT-1056,1274,1071,203,I,9,2016-01-22
500016024,30,HT-1036,4093,3440,653,I,8,2016-01-22
500016024,40,HT-1081,529,445,84,I,5,2016-01-22
500016025,10,HT-1501,35700,30000,5700,I,2,2016-01-23
500016025,20,HT-1061,49,42,7,I,6,2016-01-23
500016026,10,HT-1036,4093,3440,653,I,8,2016-01-23
500016026,20,HT-1103,641,539,102,I,7,2016-01-23
500016027,10,HT-1112,185,156,29,I,4,2016-01-23
500016027,20,HT-6123,3202,2691,511,I,9,2016-01-23
500016028,10,HT-1056,849,714,135,I,6,2016-01-23
500016029,10,HT-1035,3798,3192,606,I,8,2016-01-23
500016029,20,HT-1601,9639,8100,1539,I,9,2016-01-23
500016030,10,HT-1085,8919,7495,1424,I,5,2016-01-23
500016030,20,HT-6100,558,469,89,I,1,2016-01-23
500016031,10,HT-1042,2491,2094,397,I,6,2016-01-24
500016031,20,HT-1501,142800,120000,22800,I,8,2016-01-24
500016032,10,HT-1106,323,272,51,I,8,2016-01-24
500016032,20,HT-1502,238000,200000,38000,I,8,2016-01-24
500016032,30,HT-6132,2139,1798,341,I,2,2016-01-24
500016033,10,HT-6110,309,260,49,I,2,2016-01-24
500016033,20,HT-1095,1142,960,182,I,6,2016-01-24
500016033,30,HT-1120,2165,1820,345,I,7,2016-01-24
500016033,40,HT-1072,962,809,153,I,8,2016-01-24
500016034,10,HT-1032,2052,1725,327,I,5,2016-01-25
500016034,20,HT-1035,4273,3591,682,I,9,2016-01-25
500016034,30,HT-1066,11,10,1,I,4,2016-01-25
500016035,10,HT-1092,374,315,59,I,7,2016-01-25
500016035,20,HT-1068,11,10,1,I,3,2016-01-25
500016035,30,HT-1071,777,653,124,I,8,2016-01-25
500016035,40,HT-1091,61,52,9,I,2,2016-01-25
500016036,10,HT-1069,952,800,152,I,1,2016-01-25
500016037,10,HT-1068,8,7,1,I,2,2016-01-25
500016038,10,HT-1069,5712,4800,912,I,6,2016-01-25
500016038,20,HT-1092,53,45,8,I,1,2016-01-25
500016038,30,HT-1022,731,615,116,I,3,2016-01-25
500016039,10,HT-2027,117,99,18,I,4,2016-01-25
500016039,20,HT-1032,3284,2760,524,I,8,2016-01-25
500016039,30,HT-1052,1011,850,161,I,5,2016-01-25
500016040,10,HT-1097,533,448,85,I,8,2016-01-25
500016041,10,HT-6123,711,598,113,I,2,2016-01-25
500016041,20,HT-1041,3498,2940,558,I,6,2016-01-25
500016041,30,HT-8000,7606,6392,1214,I,8,2016-01-25
500016041,40,HT-6110,1392,1170,222,I,9,2016-01-25
500016042,10,HT-1001,1486,1249,237,I,1,2016-01-25
500016042,20,HT-1102,328,276,52,I,4,2016-01-25
500016042,30,HT-1100,855,719,136,I,8,2016-01-25
500016042,40,HT-1030,547,460,87,I,2,2016-01-25
500016043,10,HT-7030,17778,14940,2838,I,6,2016-01-25
500016043,20,HT-6101,2424,2037,387,I,3,2016-01-25
500016044,10,HT-8002,1426,1199,227,I,1,2016-01-25
500016044,20,HT-1056,141,119,22,I,1,2016-01-25
500016044,30,HT-1060,32,27,5,I,3,2016-01-25
500016044,40,HT-1502,208250,175000,33250,I,7,2016-01-25
500016045,10,HT-7030,26667,22410,4257,I,9,2016-01-25
500016045,20,HT-1037,1701,1430,271,I,1,2016-01-25
500016045,30,HT-1064,76,64,12,I,4,2016-01-25
500016046,10,HT-1001,10404,8743,1661,I,7,2016-01-25
500016046,20,HT-1114,410,345,65,I,5,2016-01-25
500016047,10,HT-1103,366,308,58,I,4,2016-01-25
500016047,20,HT-1080,121,102,19,I,2,2016-01-25
500016047,30,HT-1036,2558,2150,408,I,5,2016-01-25
500016047,40,HT-1082,603,507,96,I,3,2016-01-25
500016048,10,HT-2002,5080,4269,811,I,5,2016-01-25
500016048,20,HT-1102,164,138,26,I,2,2016-01-25
500016049,10,HT-1041,3498,2940,558,I,6,2016-01-25
500016050,10,HT-1011,10943,9196,1747,I,4,2016-01-25
500016051,10,HT-1041,4664,3920,744,I,8,2016-01-25
500016051,20,HT-1081,423,356,67,I,4,2016-01-25
500016052,10,HT-1023,1990,1673,317,I,7,2016-01-25
500016052,20,HT-1081,529,445,84,I,5,2016-01-25
500016053,10,HT-2025,373,314,59,I,7,2016-01-25
500016053,20,HT-1072,842,708,134,I,7,2016-01-25
500016053,30,HT-1002,9341,7850,1491,I,5,2016-01-25
500016054,10,HT-1007,2969,2495,474,I,5,2016-01-25
500016055,10,HT-1105,34,29,5,I,1,2016-01-25
500016055,20,HT-1091,61,52,9,I,2,2016-01-25
500016055,30,HT-1116,342,288,54,I,8,2016-01-25
500016055,40,HT-8001,2377,1998,379,I,2,2016-01-25
500016056,10,HT-7000,2613,2196,417,I,4,2016-01-25
500016056,20,HT-1114,738,621,117,I,9,2016-01-25
500016057,10,HT-6111,2399,2016,383,I,7,2016-01-25
500016058,10,HT-1023,1422,1195,227,I,5,2016-01-25
500016058,20,HT-1104,458,385,73,I,7,2016-01-25
500016059,10,HT-1117,316,266,50,I,7,2016-01-25
500016059,20,HT-6101,4848,4074,774,I,6,2016-01-25
500016060,10,HT-6123,1423,1196,227,I,4,2016-01-25
500016060,20,HT-1601,5355,4500,855,I,5,2016-01-25
500016060,30,HT-1023,2559,2151,408,I,9,2016-01-25
500016061,10,HT-1602,12852,10800,2052,I,9,2016-01-25
500016061,20,HT-1007,5344,4491,853,I,9,2016-01-25
500016061,30,HT-1138,7205,6055,1150,I,5,2016-01-25
500016061,40,HT-1603,10115,8500,1615,I,5,2016-01-25
500016062,10,HT-1007,5344,4491,853,I,9,2016-01-25
500016062,20,HT-1110,9,8,1,I,1,2016-01-25
500016062,30,HT-6101,808,679,129,I,1,2016-01-25
500016063,10,HT-2001,1069,899,170,I,2,2016-01-25
500016063,20,HT-1010,4757,3998,759,I,2,2016-01-25
500016063,30,HT-1115,349,294,55,I,7,2016-01-25
500016063,40,HT-6122,1589,1336,253,I,8,2016-01-25
500016064,10,HT-1072,120,101,19,I,1,2016-01-25
500016064,20,HT-1060,85,72,13,I,8,2016-01-25
500016064,30,HT-7030,23704,19920,3784,I,8,2016-01-25
500016064,40,HT-1112,371,312,59,I,8,2016-01-25
500016065,10,HT-7000,3266,2745,521,I,5,2016-01-25
500016065,20,HT-1091,92,78,14,I,3,2016-01-25
500016066,10,HT-1111,40,34,6,I,5,2016-01-25
500016066,20,HT-1116,342,288,54,I,8,2016-01-25
500016067,10,HT-6122,993,835,158,I,5,2016-01-25
500016068,10,HT-1112,371,312,59,I,8,2016-01-25
500016068,20,HT-1210,8564,7197,1367,I,3,2016-01-25
500016068,30,HT-7000,3266,2745,521,I,5,2016-01-25
500016069,10,HT-1120,2475,2080,395,I,8,2016-01-25
500016070,10,HT-1022,731,615,116,I,3,2016-01-25
500016070,20,HT-1106,283,238,45,I,7,2016-01-25
500016070,30,HT-1066,17,15,2,I,6,2016-01-25
500016070,40,HT-1102,410,345,65,I,5,2016-01-25
500016071,10,HT-1010,7136,5997,1139,I,3,2016-01-25
500016071,20,HT-1055,942,792,150,I,8,2016-01-25
500016071,30,HT-1601,3213,2700,513,I,3,2016-01-25
500016071,40,HT-1118,658,553,105,I,7,2016-01-25
500016072,10,HT-1020,1228,1032,196,I,8,2016-01-25
500016072,20,HT-1118,376,316,60,I,4,2016-01-25
500016072,30,HT-1035,1899,1596,303,I,4,2016-01-25
500016073,10,HT-1035,949,798,151,I,2,2016-01-25
500016073,20,HT-1065,216,182,34,I,7,2016-01-25
500016073,30,HT-6100,3348,2814,534,I,6,2016-01-25
500016074,10,HT-6100,3906,3283,623,I,7,2016-01-25
500016074,20,HT-1007,2375,1996,379,I,4,2016-01-25
500016075,10,HT-8002,12841,10791,2050,I,9,2016-01-25
500016075,20,HT-1007,1187,998,189,I,2,2016-01-25
500016076,10,HT-8003,13213,11104,2109,I,8,2016-01-25
500016076,20,HT-2026,141,119,22,I,4,2016-01-25
500016076,30,HT-1070,167,141,26,I,2,2016-01-25
500016076,40,HT-1100,534,449,85,I,5,2016-01-25
500016077,10,HT-1001,13376,11241,2135,I,9,2016-01-25
500016077,20,HT-1071,874,735,139,I,9,2016-01-25
500016077,30,HT-6122,993,835,158,I,5,2016-01-25
500016078,10,HT-7020,12411,10430,1981,I,7,2016-01-25
500016078,20,HT-1080,242,204,38,I,4,2016-01-25
500016078,30,HT-6120,107,90,17,I,2,2016-01-25
500016078,40,HT-1100,105,89,16,I,1,2016-01-25
500016079,10,HT-1210,25693,21591,4102,I,9,2016-01-25
500016079,20,HT-1032,821,690,131,I,2,2016-01-25
500016080,10,HT-1030,1094,920,174,I,4,2016-01-25
500016080,20,HT-1072,480,404,76,I,4,2016-01-25
500016081,10,HT-7020,12411,10430,1981,I,7,2016-01-25
500016081,20,HT-1042,2907,2443,464,I,7,2016-01-25
500016081,30,HT-6122,397,334,63,I,2,2016-01-25
500016082,10,HT-1072,240,202,38,I,2,2016-01-25
500016082,20,HT-1602,4284,3600,684,I,3,2016-01-25
500016082,30,HT-1081,847,712,135,I,8,2016-01-25
500016083,10,HT-1062,26,22,4,I,2,2016-01-25
500016083,20,HT-1055,471,396,75,I,4,2016-01-25
500016083,30,HT-1116,42,36,6,I,1,2016-01-25
500016084,10,HT-6101,808,679,129,I,1,2016-01-25
500016084,20,HT-1066,11,10,1,I,4,2016-01-25
500016084,30,HT-2000,891,749,142,I,3,2016-01-25
500016085,10,HT-6130,1736,1459,277,I,1,2016-01-25
500016085,20,HT-1011,10943,9196,1747,I,4,2016-01-25
500016085,30,HT-6110,1237,1040,197,I,8,2016-01-25
500016086,10,HT-1106,202,170,32,I,5,2016-01-25
500016087,10,HT-1115,349,294,55,I,7,2016-01-25
500016087,20,HT-1119,94,79,15,I,1,2016-01-25
500016088,10,HT-1085,7135,5996,1139,I,4,2016-01-25
500016089,10,HT-1115,449,378,71,I,9,2016-01-26
500016089,20,HT-2026,213,179,34,I,6,2016-01-26
500016089,30,HT-1600,4998,4200,798,I,7,2016-01-26
500016089,40,HT-1104,130,110,20,I,2,2016-01-26
500016090,10,HT-1071,583,490,93,I,6,2016-01-26
500016090,20,HT-1052,404,340,64,I,2,2016-01-26
500016091,10,HT-1603,12138,10200,1938,I,6,2016-01-26
500016091,20,HT-6130,3472,2918,554,I,2,2016-01-26
500016092,10,HT-1097,199,168,31,I,3,2016-01-26
500016093,10,HT-1050,496,417,79,I,3,2016-01-26
500016093,20,HT-1066,14,12,2,I,5,2016-01-26
500016093,30,HT-2000,1783,1499,284,I,6,2016-01-26
500016094,10,HT-1036,511,430,81,I,1,2016-01-26
500016095,10,HT-6101,4040,3395,645,I,5,2016-01-26
500016095,20,HT-6102,2115,1778,337,I,2,2016-01-26
500016095,30,HT-1067,36,31,5,I,9,2016-01-26
500016095,40,HT-1065,61,52,9,I,2,2016-01-26
500016096,10,HT-1063,149,126,23,I,9,2016-01-26
500016096,20,HT-8000,7606,6392,1214,I,8,2016-01-26
500016097,10,HT-1116,257,216,41,I,6,2016-01-26
500016097,20,HT-1073,228,192,36,I,8,2016-01-26
500016097,30,HT-1020,1074,903,171,I,7,2016-01-26
500016097,40,HT-1085,16054,13491,2563,I,9,2016-01-26
500016098,10,HT-1117,316,266,50,I,7,2016-01-26
500016098,20,HT-1118,94,79,15,I,1,2016-01-26
500016098,30,HT-1603,12138,10200,1938,I,6,2016-01-26
500016098,40,HT-1102,246,207,39,I,3,2016-01-26
500016099,10,HT-1051,353,297,56,I,3,2016-01-26
500016100,10,HT-6132,9628,8091,1537,I,9,2016-01-26
500016100,20,HT-1073,171,144,27,I,6,2016-01-26
500016100,30,HT-1061,33,28,5,I,4,2016-01-26
500016101,10,HT-1061,33,28,5,I,4,2016-01-26
500016101,20,HT-8002,1426,1199,227,I,1,2016-01-26
500016101,30,HT-8000,950,799,151,I,1,2016-01-26
500016102,10,HT-1060,32,27,5,I,3,2016-01-26
500016102,20,HT-1030,273,230,43,I,1,2016-01-26
500016102,30,HT-1020,1381,1161,220,I,9,2016-01-26
500016103,10,HT-1021,354,298,56,I,2,2016-01-26
500016103,20,HT-1072,480,404,76,I,4,2016-01-26
500016103,30,HT-1502,208250,175000,33250,I,7,2016-01-26
500016103,40,HT-1022,1951,1640,311,I,8,2016-01-26
500016104,10,HT-1107,141,119,22,I,4,2016-01-26
500016104,20,HT-1010,9515,7996,1519,I,4,2016-01-26
500016104,30,HT-1042,830,698,132,I,2,2016-01-26
500016104,40,HT-6120,428,360,68,I,8,2016-01-26
500016105,10,HT-1602,7140,6000,1140,I,5,2016-01-26
500016106,10,HT-1070,421,354,67,I,5,2016-01-26
500016106,20,HT-1601,9639,8100,1539,I,9,2016-01-26
500016107,10,HT-1010,16651,13993,2658,I,7,2016-01-26
500016108,10,HT-1031,1017,855,162,I,3,2016-01-26
500016108,20,HT-6130,6944,5836,1108,I,4,2016-01-26
500016109,10,HT-1105,207,174,33,I,6,2016-01-26
500016109,20,HT-6110,1237,1040,197,I,8,2016-01-26
500016109,30,HT-6122,397,334,63,I,2,2016-01-26
500016110,10,HT-1091,216,182,34,I,7,2016-01-26
500016110,20,HT-1501,107100,90000,17100,I,6,2016-01-26
500016110,30,HT-1040,4938,4150,788,I,5,2016-01-26
500016111,10,HT-6100,1674,1407,267,I,3,2016-01-26
500016112,10,HT-6123,1779,1495,284,I,5,2016-01-26
500016112,20,HT-1100,641,539,102,I,6,2016-01-26
500016112,30,HT-1502,89250,75000,14250,I,3,2016-01-26
500016112,40,HT-7020,15957,13410,2547,I,9,2016-01-26
500016113,10,HT-1011,16414,13794,2620,I,6,2016-01-26
500016114,10,HT-6120,214,180,34,I,4,2016-01-26
500016114,20,HT-1112,324,273,51,I,7,2016-01-26
500016115,10,HT-1072,360,303,57,I,3,2016-01-26
500016115,20,HT-1051,471,396,75,I,4,2016-01-26
500016115,30,HT-1007,4750,3992,758,I,8,2016-01-26
500016115,40,HT-1003,17671,14850,2821,I,9,2016-01-26
500016116,10,HT-1113,10,9,1,I,4,2016-01-26
500016117,10,HT-2025,159,134,25,I,3,2016-01-26
500016117,20,HT-6132,8558,7192,1366,I,8,2016-01-26
500016117,30,HT-1092,160,135,25,I,3,2016-01-26
500016118,10,HT-8001,8321,6993,1328,I,7,2016-01-26
500016118,20,HT-1100,748,629,119,I,7,2016-01-26
500016119,10,HT-7010,4754,3995,759,I,5,2016-01-26
500016119,20,HT-1083,5569,4680,889,I,9,2016-01-26
500016119,30,HT-6130,5208,4377,831,I,3,2016-01-26
500016119,40,HT-6131,2853,2398,455,I,2,2016-01-26
500016120,10,HT-1113,13,11,2,I,5,2016-01-26
500016120,20,HT-1101,94,79,15,I,1,2016-01-26
500016120,30,HT-1210,17128,14394,2734,I,6,2016-01-26
500016121,10,HT-1090,139,117,22,I,3,2016-01-27
500016121,20,HT-1092,53,45,8,I,1,2016-01-27
500016122,10,HT-1002,13078,10990,2088,I,7,2016-01-27
500016122,20,HT-1210,22838,19192,3646,I,8,2016-01-27
500016122,30,HT-1111,57,48,9,I,7,2016-01-27
500016123,10,HT-6101,2424,2037,387,I,3,2016-01-27
500016123,20,HT-1500,17850,15000,2850,I,3,2016-01-27
500016124,10,HT-1501,53550,45000,8550,I,3,2016-01-27
500016124,20,HT-6122,1589,1336,253,I,8,2016-01-27
500016125,10,HT-1002,3736,3140,596,I,2,2016-01-27
500016126,10,HT-1007,1187,998,189,I,2,2016-01-27
