SALESORDERID,CREATEDAT,CHANGEDAT,CUSTOMERID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS
500014394,2015-11-22,2015-11-22,100000030,992,834,158,N,I,I
500014395,2015-11-22,2015-11-22,100000041,513,432,81,N,I,I
500014396,2015-11-22,2015-11-22,100000025,6342,5332,1010,N,I,I
500014397,2015-11-22,2015-11-22,100000011,9,8,1,N,I,I
500014398,2015-11-22,2015-11-22,100000010,1065,895,170,N,I,I
500014399,2015-11-22,2015-11-22,100000022,11091,9322,1769,N,I,I
500014400,2015-11-22,2015-11-22,100000027,16412,13792,2620,N,I,I
500014401,2015-11-22,2015-11-22,100000018,4734,3979,755,N,I,I
500014402,2015-11-22,2015-11-22,100000009,175056,147108,27948,N,I,I
500014403,2015-11-22,2015-11-22,100000027,3171,2666,505,N,I,I
500014404,2015-11-22,2015-11-22,100000030,618,520,98,N,I,I
500014405,2015-11-22,2015-11-22,100000032,1499,1260,239,N,I,I
500014406,2015-11-22,2015-11-22,100000035,3360,2825,535,N,I,I
500014407,2015-11-22,2015-11-22,100000041,28794,24198,4596,N,I,I
500014408,2015-11-22,2015-11-22,100000031,590,497,93,N,I,I
500014409,2015-11-22,2015-11-22,100000022,373,314,59,N,I,I
500014410,2015-11-22,2015-11-22,100000021,6944,5836,1108,N,I,I
500014411,2015-11-22,2015-11-22,100000018,6536,5494,1042,N,I,I
500014412,2015-11-23,2015-11-23,100000016,1483,1247,236,N,I,I
500014413,2015-11-23,2015-11-23,100000031,443,373,70,N,I,I
500014414,2015-11-23,2015-11-23,100000010,30,26,4,N,I,I
500014415,2015-11-23,2015-11-23,100000009,9632,8096,1536,N,I,I
500014416,2015-11-23,2015-11-23,100000021,10394,8737,1657,N,I,I
500014417,2015-11-23,2015-11-23,100000002,5327,4477,850,N,I,I
500014418,2015-11-23,2015-11-23,100000043,3063,2575,488,N,I,I
500014419,2015-11-23,2015-11-23,100000020,162035,136165,25870,N,I,I
500014420,2015-11-23,2015-11-23,100000019,98428,82713,15715,N,I,I
500014421,2015-11-23,2015-11-23,100000042,3136,2637,499,N,I,I
500014422,2015-11-23,2015-11-23,100000019,506,426,80,N,I,I
500014423,2015-11-23,2015-11-23,100000036,4783,4021,762,N,I,I
500014424,2015-11-23,2015-11-23,100000005,4391,3690,701,N,I,I
500014425,2015-11-23,2015-11-23,100000028,5698,4790,908,N,I,I
500014426,2015-11-23,2015-11-23,100000027,1959,1647,312,N,I,I
500014427,2015-11-23,2015-11-23,100000034,21631,18178,3453,N,I,I
500014428,2015-11-23,2015-11-23,100000041,19158,16100,3058,N,I,I
500014429,2015-11-23,2015-11-23,100000024,49,42,7,N,I,I
500014430,2015-11-23,2015-11-23,100000005,49,42,7,N,I,I
500014431,2015-11-23,2015-11-23,100000010,16651,13993,2658,N,I,I
500014432,2015-11-23,2015-11-23,100000015,516,434,82,N,I,I
500014433,2015-11-23,2015-11-23,100000020,1076,906,170,N,I,I
500014434,2015-11-23,2015-11-23,100000028,1707,1435,272,N,I,I
500014435,2015-11-23,2015-11-23,100000019,15516,13040,2476,N,I,I
500014436,2015-11-23,2015-11-23,100000005,2853,2398,455,N,I,I
500014437,2015-11-23,2015-11-23,100000005,2,2,0,N,I,I
500014438,2015-11-23,2015-11-23,100000030,157877,132670,25207,N,I,I
500014439,2015-11-23,2015-11-23,100000015,5493,4618,875,N,I,I
500014440,2015-11-23,2015-11-23,100000021,8646,7266,1380,N,I,I
500014441,2015-11-23,2015-11-23,100000018,60375,50736,9639,N,I,I
500014442,2015-11-23,2015-11-23,100000015,5961,5011,950,N,I,I
500014443,2015-11-23,2015-11-23,100000023,12810,10766,2044,N,I,I
500014444,2015-11-23,2015-11-23,100000034,15973,13424,2549,N,I,I
500014445,2015-11-23,2015-11-23,100000024,280,236,44,N,I,I
500014446,2015-11-23,2015-11-23,100000012,7310,6144,1166,N,I,I
500014447,2015-11-23,2015-11-23,100000013,38561,32405,6156,N,I,I
500014448,2015-11-23,2015-11-23,100000042,5396,4535,861,N,I,I
500014449,2015-11-23,2015-11-23,100000036,8766,7367,1399,N,I,I
500014450,2015-11-23,2015-11-23,100000033,18171,15271,2900,N,I,I
500014451,2015-11-23,2015-11-23,100000037,184265,154846,29419,N,I,I
500014452,2015-11-24,2015-11-24,100000033,4694,3945,749,N,I,I
500014453,2015-11-24,2015-11-24,100000033,6476,5443,1033,N,I,I
500014454,2015-11-25,2015-11-25,100000040,21796,18318,3478,N,I,I
500014455,2015-11-25,2015-11-25,100000027,10851,9119,1732,N,I,I
500014456,2015-11-25,2015-11-25,100000025,5112,4298,814,N,I,I
500014457,2015-11-25,2015-11-25,100000035,21529,18093,3436,N,I,I
500014458,2015-11-25,2015-11-25,100000025,1395,1173,222,N,I,I
500014459,2015-11-25,2015-11-25,100000033,16138,13562,2576,N,I,I
500014460,2015-11-25,2015-11-25,100000000,15952,13407,2545,N,I,I
500014461,2015-11-25,2015-11-25,100000004,213397,179326,34071,N,I,I
500014462,2015-11-26,2015-11-26,100000031,12441,10455,1986,N,I,I
500014463,2015-11-26,2015-11-26,100000043,6010,5051,959,N,I,I
500014464,2015-11-26,2015-11-26,100000011,2486,2090,396,N,I,I
500014465,2015-11-26,2015-11-26,100000038,8270,6951,1319,N,I,I
500014466,2015-11-26,2015-11-26,100000035,1691,1422,269,N,I,I
500014467,2015-11-26,2015-11-26,100000024,1713,1440,273,N,I,I
500014468,2015-11-26,2015-11-26,100000025,16493,13861,2632,N,I,I
500014469,2015-11-26,2015-11-26,100000025,13448,11302,2146,N,I,I
500014470,2015-11-27,2015-11-27,100000010,399,336,63,N,I,I
500014471,2015-11-27,2015-11-27,100000013,32798,27562,5236,N,I,I
500014472,2015-11-27,2015-11-27,100000017,9235,7761,1474,N,I,I
500014473,2015-11-27,2015-11-27,100000038,24622,20691,3931,N,I,I
500014474,2015-11-27,2015-11-27,100000037,25745,21635,4110,N,I,I
500014475,2015-11-27,2015-11-27,100000025,348,294,54,N,I,I
500014476,2015-11-27,2015-11-27,100000011,16923,14222,2701,N,I,I
500014477,2015-11-27,2015-11-27,100000012,3759,3160,599,N,I,I
500014478,2015-11-28,2015-11-28,100000002,96,81,15,N,I,I
500014479,2015-11-28,2015-11-28,100000005,1488,1251,237,N,I,I
500014480,2015-11-28,2015-11-28,100000040,27876,23427,4449,N,I,I
500014481,2015-11-28,2015-11-28,100000005,2473,2079,394,N,I,I
500014482,2015-11-28,2015-11-28,100000037,177,149,28,N,I,I
500014483,2015-11-28,2015-11-28,100000024,7312,6146,1166,N,I,I
500014484,2015-11-28,2015-11-28,100000012,3268,2748,520,N,I,I
500014485,2015-11-28,2015-11-28,100000003,5749,4833,916,N,I,I
500014486,2015-11-28,2015-11-28,100000041,11018,9260,1758,N,I,I
500014487,2015-11-28,2015-11-28,100000000,7112,5977,1135,N,I,I
500014488,2015-11-29,2015-11-29,100000004,134067,112662,21405,N,I,I
500014489,2015-11-29,2015-11-29,100000017,11762,9885,1877,N,I,I
500014490,2015-11-29,2015-11-29,100000009,371,312,59,N,I,I
500014491,2015-11-29,2015-11-29,100000017,4452,3742,710,N,I,I
500014492,2015-11-29,2015-11-29,100000038,26151,21976,4175,N,I,I
500014493,2015-11-29,2015-11-29,100000041,18502,15549,2953,N,I,I
500014494,2015-11-29,2015-11-29,100000003,1731,1456,275,N,I,I
500014495,2015-11-29,2015-11-29,100000017,949,798,151,N,I,I
500014496,2015-11-29,2015-11-29,100000021,1182,994,188,N,I,I
500014497,2015-11-29,2015-11-29,100000030,12411,10431,1980,N,I,I
500014498,2015-11-29,2015-11-29,100000035,3073,2583,490,N,I,I
500014499,2015-11-29,2015-11-29,100000025,10377,8721,1656,N,I,I
500014500,2015-11-29,2015-11-29,100000024,817,687,130,N,I,I
500014501,2015-11-29,2015-11-29,100000009,2215,1862,353,N,I,I
500014502,2015-11-29,2015-11-29,100000040,10811,9086,1725,N,I,I
500014503,2015-11-29,2015-11-29,100000039,8832,7423,1409,N,I,I
500014504,2015-11-29,2015-11-29,100000040,16272,13675,2597,N,I,I
500014505,2015-11-29,2015-11-29,100000036,50050,42060,7990,N,I,I
500014506,2015-11-29,2015-11-29,100000025,6531,5489,1042,N,I,I
500014507,2015-11-29,2015-11-29,100000018,4861,4086,775,N,I,I
500014508,2015-11-29,2015-11-29,100000032,1149,967,182,N,I,I
500014509,2015-11-29,2015-11-29,100000026,1112,935,177,N,I,I
500014510,2015-11-29,2015-11-29,100000029,7483,6290,1193,N,I,I
500014511,2015-11-29,2015-11-29,100000020,6551,5507,1044,N,I,I
500014512,2015-11-29,2015-11-29,100000007,3498,2940,558,N,I,I
500014513,2015-11-29,2015-11-29,100000008,18378,15445,2933,N,I,I
500014514,2015-11-29,2015-11-29,100000043,7101,5969,1132,N,I,I
500014515,2015-11-29,2015-11-29,100000031,73,62,11,N,I,I
500014516,2015-11-29,2015-11-29,100000023,11562,9716,1846,N,I,I
500014517,2015-11-29,2015-11-29,100000019,4087,3435,652,N,I,I
500014518,2015-11-29,2015-11-29,100000042,10751,9035,1716,N,I,I
500014519,2015-11-29,2015-11-29,100000035,178987,150410,28577,N,I,I
500014520,2015-11-29,2015-11-29,100000031,3857,3242,615,N,I,I
500014521,2015-11-29,2015-11-29,100000039,809,680,129,N,I,I
500014522,2015-11-29,2015-11-29,100000040,354,298,56,N,I,I
500014523,2015-11-29,2015-11-29,100000013,8785,7384,1401,N,I,I
500014524,2015-11-29,2015-11-29,100000004,18970,15942,3028,N,I,I
500014525,2015-11-29,2015-11-29,100000018,128,108,20,N,I,I
500014526,2015-11-29,2015-11-29,100000036,7616,6400,1216,N,I,I
500014527,2015-11-29,2015-11-29,100000037,20028,16831,3197,N,I,I
500014528,2015-11-30,2015-11-30,100000008,8720,7329,1391,N,I,I
500014529,2015-11-30,2015-11-30,100000016,46,39,7,N,I,I
500014530,2015-11-30,2015-11-30,100000002,1888,1588,300,N,I,I
500014531,2015-11-30,2015-11-30,100000027,7789,6547,1242,N,I,I
500014532,2015-11-30,2015-11-30,100000017,5159,4336,823,N,I,I
500014533,2015-11-30,2015-11-30,100000031,9034,7592,1442,N,I,I
500014534,2015-11-30,2015-11-30,100000011,37930,31875,6055,N,I,I
500014535,2015-11-30,2015-11-30,100000028,8568,7200,1368,N,I,I
500014536,2015-11-30,2015-11-30,100000006,124950,105000,19950,N,I,I
500014537,2015-11-30,2015-11-30,100000025,7657,6436,1221,N,I,I
500014538,2015-12-01,2015-12-01,100000008,1748,1471,277,N,I,I
500014539,2015-12-01,2015-12-01,100000016,16233,13642,2591,N,I,I
500014540,2015-12-01,2015-12-01,100000028,1588,1335,253,N,I,I
500014541,2015-12-01,2015-12-01,100000032,3978,3344,634,N,I,I
500014542,2015-12-01,2015-12-01,100000018,5764,4844,920,N,I,I
500014543,2015-12-01,2015-12-01,100000032,309,260,49,N,I,I
500014544,2015-12-01,2015-12-01,100000038,15726,13216,2510,N,I,I
500014545,2015-12-01,2015-12-01,100000037,5208,4377,831,N,I,I
500014546,2015-12-01,2015-12-01,100000006,407,343,64,N,I,I
500014547,2015-12-01,2015-12-01,100000014,105,89,16,N,I,I
500014548,2015-12-01,2015-12-01,100000001,2559,2152,407,N,I,I
500014549,2015-12-01,2015-12-01,100000025,27151,22817,4334,N,I,I
500014550,2015-12-01,2015-12-01,100000021,226,190,36,N,I,I
500014551,2015-12-01,2015-12-01,100000015,2932,2466,466,N,I,I
500014552,2015-12-01,2015-12-01,100000005,27837,23394,4443,N,I,I
500014553,2015-12-01,2015-12-01,100000034,307,258,49,N,I,I
500014554,2015-12-01,2015-12-01,100000011,1083,912,171,N,I,I
500014555,2015-12-01,2015-12-01,100000004,27226,22880,4346,N,I,I
500014556,2015-12-01,2015-12-01,100000000,1660,1395,265,N,I,I
500014557,2015-12-01,2015-12-01,100000003,1715,1442,273,N,I,I
500014558,2015-12-01,2015-12-01,100000004,1210,1017,193,N,I,I
500014559,2015-12-01,2015-12-01,100000028,249,210,39,N,I,I
500014560,2015-12-01,2015-12-01,100000035,458,385,73,N,I,I
500014561,2015-12-01,2015-12-01,100000018,473,398,75,N,I,I
500014562,2015-12-01,2015-12-01,100000036,18532,15574,2958,N,I,I
500014563,2015-12-01,2015-12-01,100000019,8448,7100,1348,N,I,I
500014564,2015-12-01,2015-12-01,100000024,5775,4854,921,N,I,I
500014565,2015-12-01,2015-12-01,100000006,6041,5079,962,N,I,I
500014566,2015-12-01,2015-12-01,100000001,28,24,4,N,I,I
500014567,2015-12-01,2015-12-01,100000003,15640,13145,2495,N,I,I
500014568,2015-12-01,2015-12-01,100000038,975,820,155,N,I,I
500014569,2015-12-01,2015-12-01,100000022,7470,6278,1192,N,I,I
500014570,2015-12-01,2015-12-01,100000017,17651,14834,2817,N,I,I
500014571,2015-12-01,2015-12-01,100000026,10939,9193,1746,N,I,I
500014572,2015-12-01,2015-12-01,100000021,35158,29546,5612,N,I,I
500014573,2015-12-01,2015-12-01,100000012,364,306,58,N,I,I
500014574,2015-12-01,2015-12-01,100000013,7086,5956,1130,N,I,I
500014575,2015-12-01,2015-12-01,100000027,9176,7712,1464,N,I,I
500014576,2015-12-01,2015-12-01,100000029,11562,9716,1846,N,I,I
500014577,2015-12-01,2015-12-01,100000038,14180,11917,2263,N,I,I
500014578,2015-12-01,2015-12-01,100000043,10511,8833,1678,N,I,I
500014579,2015-12-01,2015-12-01,100000022,1253,1054,199,N,I,I
500014580,2015-12-01,2015-12-01,100000006,36673,30819,5854,N,I,I
500014581,2015-12-01,2015-12-01,100000025,4497,3780,717,N,I,I
500014582,2015-12-01,2015-12-01,100000017,6576,5528,1048,N,I,I
500014583,2015-12-01,2015-12-01,100000026,278,234,44,N,I,I
500014584,2015-12-01,2015-12-01,100000040,4247,3570,677,N,I,I
500014585,2015-12-01,2015-12-01,100000043,9191,7726,1465,N,I,I
500014586,2015-12-01,2015-12-01,100000038,17395,14619,2776,N,I,I
500014587,2015-12-01,2015-12-01,100000042,57,48,9,N,I,I
500014588,2015-12-01,2015-12-01,100000030,10245,8610,1635,N,I,I
500014589,2015-12-01,2015-12-01,100000033,926,779,147,N,I,I
500014590,2015-12-01,2015-12-01,100000040,12581,10574,2007,N,I,I
500014591,2015-12-01,2015-12-01,100000027,25020,21027,3993,N,I,I
500014592,2015-12-01,2015-12-01,100000009,165,139,26,N,I,I
500014593,2015-12-02,2015-12-02,100000024,14975,12586,2389,N,I,I
500014594,2015-12-02,2015-12-02,100000025,1706,1434,272,N,I,I
500014595,2015-12-02,2015-12-02,100000033,1868,1571,297,N,I,I
500014596,2015-12-02,2015-12-02,100000021,11129,9353,1776,N,I,I
500014597,2015-12-02,2015-12-02,100000015,549,462,87,N,I,I
500014598,2015-12-02,2015-12-02,100000021,1127,948,179,N,I,I
500014599,2015-12-02,2015-12-02,100000029,3769,3169,600,N,I,I
500014600,2015-12-02,2015-12-02,100000021,2754,2316,438,N,I,I
500014601,2015-12-02,2015-12-02,100000007,2969,2495,474,N,I,I
500014602,2015-12-02,2015-12-02,100000007,2490,2093,397,N,I,I
500014603,2015-12-02,2015-12-02,100000017,26591,22346,4245,N,I,I
500014604,2015-12-02,2015-12-02,100000030,5879,4941,938,N,I,I
500014605,2015-12-02,2015-12-02,100000011,247,209,38,N,I,I
500014606,2015-12-02,2015-12-02,100000005,7009,5891,1118,N,I,I
500014607,2015-12-02,2015-12-02,100000022,185,156,29,N,I,I
500014608,2015-12-02,2015-12-02,100000018,9910,8328,1582,N,I,I
500014609,2015-12-02,2015-12-02,100000042,3833,3222,611,N,I,I
500014610,2015-12-02,2015-12-02,100000033,18820,15817,3003,N,I,I
500014611,2015-12-02,2015-12-02,100000031,1291,1087,204,N,I,I
500014612,2015-12-02,2015-12-02,100000000,1440,1211,229,N,I,I
500014613,2015-12-02,2015-12-02,100000020,13625,11451,2174,N,I,I
500014614,2015-12-03,2015-12-03,100000017,3105,2611,494,N,I,I
500014615,2015-12-03,2015-12-03,100000043,2057,1730,327,N,I,I
500014616,2015-12-03,2015-12-03,100000012,2669,2244,425,N,I,I
500014617,2015-12-03,2015-12-03,100000020,1057,889,168,N,I,I
500014618,2015-12-03,2015-12-03,100000025,4662,3919,743,N,I,I
500014619,2015-12-03,2015-12-03,100000037,38504,32358,6146,N,I,I
500014620,2015-12-03,2015-12-03,100000036,2947,2477,470,N,I,I
500014621,2015-12-03,2015-12-03,100000008,1652,1389,263,N,I,I
500014622,2015-12-03,2015-12-03,100000011,739,623,116,N,I,I
500014623,2015-12-03,2015-12-03,100000001,366,308,58,N,I,I
500014624,2015-12-03,2015-12-03,100000013,1580,1328,252,N,I,I
500014625,2015-12-03,2015-12-03,100000019,23713,19929,3784,N,I,I
500014626,2015-12-03,2015-12-03,100000026,278,234,44,N,I,I
500014627,2015-12-03,2015-12-03,100000023,184567,155099,29468,N,I,I
500014628,2015-12-03,2015-12-03,100000007,2288,1924,364,N,I,I
500014629,2015-12-03,2015-12-03,100000022,3562,2994,568,N,I,I
500014630,2015-12-03,2015-12-03,100000040,1520,1279,241,N,I,I
500014631,2015-12-03,2015-12-03,100000041,3888,3268,620,N,I,I
500014632,2015-12-03,2015-12-03,100000040,2314,1945,369,N,I,I
500014633,2015-12-03,2015-12-03,100000041,266,224,42,N,I,I
500014634,2015-12-03,2015-12-03,100000008,7350,6177,1173,N,I,I
500014635,2015-12-03,2015-12-03,100000038,47421,39850,7571,N,I,I
500014636,2015-12-03,2015-12-03,100000013,275382,231414,43968,N,I,I
500014637,2015-12-03,2015-12-03,100000026,161150,135421,25729,N,I,I
500014638,2015-12-03,2015-12-03,100000025,2570,2161,409,N,I,I
500014639,2015-12-03,2015-12-03,100000001,4284,3600,684,N,I,I
500014640,2015-12-03,2015-12-03,100000017,28206,23705,4501,N,I,I
500014641,2015-12-03,2015-12-03,100000009,5237,4402,835,N,I,I
500014642,2015-12-03,2015-12-03,100000023,7737,6503,1234,N,I,I
500014643,2015-12-03,2015-12-03,100000040,895,753,142,N,I,I
500014644,2015-12-03,2015-12-03,100000042,17,15,2,N,I,I
500014645,2015-12-03,2015-12-03,100000013,31027,26075,4952,N,I,I
500014646,2015-12-03,2015-12-03,100000021,524,441,83,N,I,I
500014647,2015-12-03,2015-12-03,100000037,10335,8687,1648,N,I,I
500014648,2015-12-03,2015-12-03,100000020,216,182,34,N,I,I
500014649,2015-12-03,2015-12-03,100000003,698,587,111,N,I,I
500014650,2015-12-03,2015-12-03,100000035,9948,8362,1586,N,I,I
500014651,2015-12-03,2015-12-03,100000009,15957,13410,2547,N,I,I
500014652,2015-12-03,2015-12-03,100000025,5014,4215,799,N,I,I
500014653,2015-12-03,2015-12-03,100000028,11709,9840,1869,N,I,I
500014654,2015-12-03,2015-12-03,100000025,10009,8412,1597,N,I,I
500014655,2015-12-03,2015-12-03,100000033,1567,1318,249,N,I,I
500014656,2015-12-03,2015-12-03,100000014,6620,5564,1056,N,I,I
500014657,2015-12-03,2015-12-03,100000033,5296,4453,843,N,I,I
500014658,2015-12-03,2015-12-03,100000022,22289,18732,3557,N,I,I
500014659,2015-12-03,2015-12-03,100000003,57,48,9,N,I,I
500014660,2015-12-03,2015-12-03,100000005,179826,151115,28711,N,I,I
500014661,2015-12-03,2015-12-03,100000024,22074,18551,3523,N,I,I
500014662,2015-12-03,2015-12-03,100000002,218327,183469,34858,N,I,I
500014663,2015-12-03,2015-12-03,100000002,3066,2578,488,N,I,I
500014664,2015-12-03,2015-12-03,100000019,13924,11702,2222,N,I,I
500014665,2015-12-03,2015-12-03,100000034,1778,1495,283,N,I,I
500014666,2015-12-03,2015-12-03,100000012,417,351,66,N,I,I
500014667,2015-12-03,2015-12-03,100000015,7598,6386,1212,N,I,I
500014668,2015-12-03,2015-12-03,100000016,6939,5832,1107,N,I,I
500014669,2015-12-03,2015-12-03,100000043,664,559,105,N,I,I
500014670,2015-12-03,2015-12-03,100000036,35095,29492,5603,N,I,I
500014671,2015-12-03,2015-12-03,100000007,8067,6781,1286,N,I,I
500014672,2015-12-03,2015-12-03,100000014,5975,5022,953,N,I,I
500014673,2015-12-03,2015-12-03,100000012,117,99,18,N,I,I
500014674,2015-12-03,2015-12-03,100000033,160,135,25,N,I,I
500014675,2015-12-03,2015-12-03,100000029,28208,23706,4502,N,I,I
500014676,2015-12-03,2015-12-03,100000025,11180,9397,1783,N,I,I
500014677,2015-12-03,2015-12-03,100000023,4992,4196,796,N,I,I
500014678,2015-12-03,2015-12-03,100000001,10922,9179,1743,N,I,I
500014679,2015-12-03,2015-12-03,100000007,25713,21610,4103,N,I,I
500014680,2015-12-03,2015-12-03,100000032,678,570,108,N,I,I
500014681,2015-12-03,2015-12-03,100000016,5812,4886,926,N,I,I
500014682,2015-12-03,2015-12-03,100000015,930,783,147,N,I,I
500014683,2015-12-03,2015-12-03,100000038,104,88,16,N,I,I
500014684,2015-12-03,2015-12-03,100000012,7460,6270,1190,N,I,I
500014685,2015-12-03,2015-12-03,100000030,4668,3924,744,N,I,I
500014686,2015-12-04,2015-12-04,100000040,5278,4436,842,N,I,I
500014687,2015-12-04,2015-12-04,100000017,9981,8388,1593,N,I,I
500014688,2015-12-04,2015-12-04,100000008,4764,4004,760,N,I,I
500014689,2015-12-04,2015-12-04,100000010,30085,25283,4802,N,I,I
500014690,2015-12-04,2015-12-04,100000042,3942,3314,628,N,I,I
500014691,2015-12-04,2015-12-04,100000025,1580,1329,251,N,I,I
500014692,2015-12-04,2015-12-04,100000033,13301,11178,2123,N,I,I
500014693,2015-12-04,2015-12-04,100000034,8949,7521,1428,N,I,I
500014694,2015-12-05,2015-12-05,100000013,120130,100950,19180,N,I,I
500014695,2015-12-05,2015-12-05,100000018,10693,8986,1707,N,I,I
500014696,2015-12-06,2015-12-06,100000042,8419,7075,1344,N,I,I
500014697,2015-12-06,2015-12-06,100000039,3415,2871,544,N,I,I
500014698,2015-12-06,2015-12-06,100000021,14359,12067,2292,N,I,I
500014699,2015-12-06,2015-12-06,100000014,2999,2522,477,N,I,I
500014700,2015-12-06,2015-12-06,100000026,2207,1856,351,N,I,I
500014701,2015-12-06,2015-12-06,100000003,2563,2155,408,N,I,I
500014702,2015-12-06,2015-12-06,100000006,5915,4972,943,N,I,I
500014703,2015-12-06,2015-12-06,100000030,1060,891,169,N,I,I
500014704,2015-12-06,2015-12-06,100000019,199,168,31,N,I,I
500014705,2015-12-06,2015-12-06,100000029,35700,30000,5700,N,I,I
500014706,2015-12-06,2015-12-06,100000011,19881,16708,3173,N,I,I
500014707,2015-12-06,2015-12-06,100000041,11699,9834,1865,N,I,I
500014708,2015-12-06,2015-12-06,100000032,5620,4723,897,N,I,I
500014709,2015-12-06,2015-12-06,100000034,130,110,20,N,I,I
500014710,2015-12-06,2015-12-06,100000034,434,366,68,N,I,I
500014711,2015-12-06,2015-12-06,100000015,2603,2188,415,N,I,I
500014712,2015-12-06,2015-12-06,100000023,7682,6457,1225,N,I,I
500014713,2015-12-06,2015-12-06,100000031,2978,2504,474,N,I,I
500014714,2015-12-06,2015-12-06,100000001,66,56,10,N,I,I
500014715,2015-12-06,2015-12-06,100000038,5613,4719,894,N,I,I
500014716,2015-12-06,2015-12-06,100000041,13712,11523,2189,N,I,I
500014717,2015-12-06,2015-12-06,100000014,53550,45000,8550,N,I,I
500014718,2015-12-06,2015-12-06,100000034,10702,8994,1708,N,I,I
500014719,2015-12-06,2015-12-06,100000037,1509,1270,239,N,I,I
500014720,2015-12-06,2015-12-06,100000017,13898,11680,2218,N,I,I
500014721,2015-12-06,2015-12-06,100000015,4522,3802,720,N,I,I
500014722,2015-12-06,2015-12-06,100000004,5429,4563,866,N,I,I
500014723,2015-12-06,2015-12-06,100000022,14698,12352,2346,N,I,I
500014724,2015-12-06,2015-12-06,100000034,909,765,144,N,I,I
500014725,2015-12-06,2015-12-06,100000030,7735,6501,1234,N,I,I
500014726,2015-12-06,2015-12-06,100000024,5278,4436,842,N,I,I
500014727,2015-12-06,2015-12-06,100000028,1268,1068,200,N,I,I
500014728,2015-12-06,2015-12-06,100000016,22387,18813,3574,N,I,I
500014729,2015-12-06,2015-12-06,100000028,819,690,129,N,I,I
500014730,2015-12-06,2015-12-06,100000005,257,216,41,N,I,I
500014731,2015-12-06,2015-12-06,100000037,10404,8743,1661,N,I,I
500014732,2015-12-06,2015-12-06,100000028,226,191,35,N,I,I
500014733,2015-12-06,2015-12-06,100000011,2714,2281,433,N,I,I
500014734,2015-12-06,2015-12-06,100000023,4464,3752,712,N,I,I
500014735,2015-12-06,2015-12-06,100000042,1783,1500,283,N,I,I
500014736,2015-12-06,2015-12-06,100000003,5890,4950,940,N,I,I
500014737,2015-12-06,2015-12-06,100000009,574,483,91,N,I,I
500014738,2015-12-06,2015-12-06,100000042,13541,11381,2160,N,I,I
500014739,2015-12-06,2015-12-06,100000032,17110,14379,2731,N,I,I
500014740,2015-12-06,2015-12-06,100000004,79199,66555,12644,N,I,I
500014741,2015-12-06,2015-12-06,100000001,387,326,61,N,I,I
500014742,2015-12-06,2015-12-06,100000008,4004,3367,637,N,I,I
500014743,2015-12-06,2015-12-06,100000004,16279,13681,2598,N,I,I
500014744,2015-12-06,2015-12-06,100000015,489,412,77,N,I,I
500014745,2015-12-06,2015-12-06,100000000,1463,1230,233,N,I,I
500014746,2015-12-06,2015-12-06,100000035,308,259,49,N,I,I
500014747,2015-12-06,2015-12-06,100000014,4063,3415,648,N,I,I
500014748,2015-12-06,2015-12-06,100000032,170948,143655,27293,N,I,I
500014749,2015-12-06,2015-12-06,100000038,941,792,149,N,I,I
500014750,2015-12-06,2015-12-06,100000037,959,807,152,N,I,I
500014751,2015-12-07,2015-12-07,100000018,107479,90319,17160,N,I,I
500014752,2015-12-07,2015-12-07,100000022,9134,7677,1457,N,I,I
500014753,2015-12-07,2015-12-07,100000039,9987,8393,1594,N,I,I
500014754,2015-12-07,2015-12-07,100000019,11888,9991,1897,N,I,I
500014755,2015-12-07,2015-12-07,100000040,7357,6183,1174,N,I,I
500014756,2015-12-07,2015-12-07,100000020,3389,2849,540,N,I,I
500014757,2015-12-07,2015-12-07,100000034,11632,9776,1856,N,I,I
500014758,2015-12-07,2015-12-07,100000043,7701,6472,1229,N,I,I
500014759,2015-12-07,2015-12-07,100000021,16039,13479,2560,N,I,I
500014760,2015-12-07,2015-12-07,100000038,846,711,135,N,I,I
500014761,2015-12-08,2015-12-08,100000023,11559,9714,1845,N,I,I
500014762,2015-12-08,2015-12-08,100000025,523,440,83,N,I,I
500014763,2015-12-08,2015-12-08,100000022,8650,7270,1380,N,I,I
500014764,2015-12-08,2015-12-08,100000014,22402,18826,3576,N,I,I
500014765,2015-12-08,2015-12-08,100000006,289,244,45,N,I,I
500014766,2015-12-08,2015-12-08,100000028,21094,17728,3366,N,I,I
500014767,2015-12-08,2015-12-08,100000035,12294,10332,1962,N,I,I
500014768,2015-12-08,2015-12-08,100000035,1796,1510,286,N,I,I
500014769,2015-12-08,2015-12-08,100000004,6020,5060,960,N,I,I
500014770,2015-12-08,2015-12-08,100000023,6116,5140,976,N,I,I
500014771,2015-12-08,2015-12-08,100000023,6464,5432,1032,N,I,I
500014772,2015-12-08,2015-12-08,100000002,21964,18458,3506,N,I,I
500014773,2015-12-08,2015-12-08,100000023,5276,4434,842,N,I,I
500014774,2015-12-08,2015-12-08,100000029,534,449,85,N,I,I
500014775,2015-12-08,2015-12-08,100000001,10394,8735,1659,N,I,I
500014776,2015-12-08,2015-12-08,100000034,32,27,5,N,I,I
500014777,2015-12-08,2015-12-08,100000000,8137,6839,1298,N,I,I
500014778,2015-12-08,2015-12-08,100000035,12868,10815,2053,N,I,I
